Academic Item,Title,Version Number,Type,Status,Academic Org,Owning Faculty,Type,Description
PSYO8953,Supervised Practical Placement III,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8953,Supervised Practical Placement III,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO953
PSYO8954,Supervised Practical Placement IV,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO954
PSYO8954,Supervised Practical Placement IV,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,PSYO8951
PSYO8963,Coaching and Positive Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MClinPsych or MOrgPsych or MProfPsych
PSYO8963,Coaching and Positive Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSYO963, PSY963"
PSYO8971,Organisational Psychology Placement 1,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8972,Organisational Psychology Placement 2,2023.04,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYO8973,Organisational Psychology Placement 3,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYO954
PSYO8973,Organisational Psychology Placement 3,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MOrgPsych
PSYP8901,Counselling and Professional Practice,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8901,Counselling and Professional Practice,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP901
PSYP8902,Psychological Assessment and Reports,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8902,Psychological Assessment and Reports,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP902
PSYP8903,Cognitive Behavioural Therapy and Related Techniques,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP903
PSYP8903,Cognitive Behavioural Therapy and Related Techniques,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8904,Working with Special Populations,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP904
PSYP8904,Working with Special Populations,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8905,Additional Therapeutic Modalities,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8905,Additional Therapeutic Modalities,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP905
PSYP8906,Working with Children and Families,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP906
PSYP8906,Working with Children and Families,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8908,Working with Groups,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP908
PSYP8908,Working with Groups,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8910,Research Theory and Practice for Professional Psychologists,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych
PSYP8910,Research Theory and Practice for Professional Psychologists,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYP910
PSYP8915,Professional Practical Placement,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY909, PSYP909"
PSYP8915,Professional Practical Placement,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MProfPsych and (PSYP8901 or PSYP901) and (PSYG8001 or PSYP8902 or PSYP902) and (PSYP8903 or PSYP903)
PSYS8990,Master of Research - Cognitive Science,2023.01,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYS8991,Master of Research - Psychology,2023.01,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,Admission to MRes
PSYU1101,Introduction to Psychology I,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY104, PSYC104, PSYX104"
PSYU1102,Introduction to Psychology II,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY105, PSYC105, PSYX105"
PSYU1104,Introduction to Psychology I,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY104, PSYC104, PSYX104"
PSYU1104,Introduction to Psychology I,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,PSYU1105 or PSYX1105
PSYU1105,Introduction to Psychology II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY105, PSYC105, PSYX105"
PSYU1105,Introduction to Psychology II,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,PSYU1104 or PSYX1104
PSYU2201,Counselling Approaches and Principles,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYC201
PSYU2201,Counselling Approaches and Principles,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(PSYC104 or PSYU1104 or PSYX104 or PSYX1104 PSYU1101 or PSYX1101) or (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102) 
PSYU2224,"Psychology, Health and Wellbeing",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY224
PSYU2224,"Psychology, Health and Wellbeing",2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSYU1101 or PSYX1101) or (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102) or (BIOL108 or BIOL1210) or (BIOL122 or BIOL1320) or (ANTH151 or ANTH1051) 
PSYU2234,Social and Personality Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY234, PSYX234"
PSYU2234,Social and Personality Psychology,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105)) OR ((PSYU1101 or PSYX1101) and (PSYU1102 or PSYX1102) and (STAT1103 or STAX1103)) 
PSYU2235,Developmental Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY235, PSYX235"
PSYU2235,Developmental Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSYU1101 or PSYX1101) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102)) or  ((PSYC104 or PSYU1104 or PSYX104 or PSYC1104 or PSYU1101 or PSYX1101) and admission to (BPsychLLB or LLBBPsych(Hons) or BEd(Prim)BPsych or BSpHScBPsych or BSpHScBPsych(Hons) or DipSphComm) 
PSYU2236,Biopsychology and Learning,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY236, PSYX236"
PSYU2236,Biopsychology and Learning,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105)) or (PSYU1101 or PSYX1101) and (PSYU1102 or PSYX1102) and (STAT1103 or STAX1103)) or ((COGS100 or COGS1000) or (MEDI204 or MEDI2300) or (BIOL204 or BIOL2230) and (STAT170 or STAT1170)) 
PSYU2238,Introduction to Psycholinguistics,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY238, LING214"
PSYU2238,Introduction to Psycholinguistics,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,LING110 or LING111 or LING1111 or PSY104 or PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSY105 or PSYC105 or PSYU1105 or PSYX105 or PSYX1105
PSYU2246,Cognitive Processes I,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY246, PSYX246"
PSYU2246,Cognitive Processes I,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102)) or ((PSYU1101 or PSYX1101) and (PSYU1102 or PSYX1102) and (STAT1103 or STAX1103)) or ((COGS100 or COGS1000) and (COGS101 or COGS1010)) 
PSYU2247,Perception,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102) or COGS100 or COGS1000 
PSYU2247,Perception,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY247, PSYX247"
PSYU2248,Design and Statistics II,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),"PSY248, PSYX248"
PSYU2248,Design and Statistics II,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,((PSYC104 or PSYU1104 or PSYX104 or PSYX1104) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105)) or ((PSYU1101 or PSYX1101) and (PSYU1102 or PSYX1102) and (STAT1103 or STAX1103))  
PSYU2250,Psychology of Music,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY250
PSYU2250,Psychology of Music,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,40cp at 1000 level or above
PSYU3301,Advanced Counselling Approaches and Principles,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,10cp from ((PSY336 or PSYU3336 or PSYX3336) or (PSY337 or PSYU3337 or PSYX3337) or (PSY339 or PSYU3339) or (PSY350 or PSYU3350 or PSYX3350) or (ANTH305 or ANTH3005) or (HLTH350 or HLTH3500))
PSYU3301,Advanced Counselling Approaches and Principles,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(130cp at 1000 level or above) including PSYC201 or PSYU2201
PSYU3301,Advanced Counselling Approaches and Principles,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYC301
PSYU3332,Principles of Psychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSYC332
PSYU3332,Principles of Psychological Assessment,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,(PSY248 or PSYU2248 or PSYX248 or PSYX2248) and 10cp at 2000 of PSY or PSYU or PSYX units
PSYU3333,Social Interaction in the Modern World,2023.02,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,PSYU2234 or PSYX2234 or PSY234 or PSYX234
PSYU3335,Cognition: From Lab to World,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Co-requisite,PSY248 or PSYU2248 or PSYX248 or PSYX2248
PSYU3335,Cognition: From Lab to World,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,20cp at 2000 level including PSY246 or PSYU2246 or PSYX246 or PSYX2246
PSYU3335,Cognition: From Lab to World,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY335
PSYU3336,Personality and its Disorders,2023.06,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,20cp at 2000 level including PSY234(P) or PSYU2234(P)
PSYU3336,Personality and its Disorders,2023.06,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY336
PSYU3337,Psychopathology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY337
PSYU3337,Psychopathology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,20cp from PSY or PSYC or PSYU or PSYX units at 2000 level including PSY248 or PSYU2248 or PSYX248 or PSYX2248
PSYU3338,Organisational Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,130cp at 1000 level or above including ((PSYC104 or PSYU1104 or PSYX104 or PSYX1104 or PSYU1101 or PSYX1101) and (PSYC105 or PSYU1105 or PSYX105 or PSYX1105 or PSYU1102 or PSYX1102)) 
PSYU3338,Organisational Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY338
PSYU3339,Applied Child and Adolescent Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY339
PSYU3339,Applied Child and Adolescent Psychology,2023.03,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,20cp at 2000 level including (PSY235 or PSYU2235 or PSYX235 or PSYX2235)
PSYU3342,Real-world Applications of Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",NCCW (pre-2020 units),PSY342
PSYU3342,Real-world Applications of Perception,2023.01R,Non-PACE,Approved,School of Psychological Sciences,"Faculty of Medicine, Health and Human Sciences",Pre-requisite,20cp at 2000 level including (PSY247 or PSYU2247 or PSYX247 or PSYX2247)
